mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_learning_rate	param_max_depth	param_n_estimators	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score	rank_train_score
83.67585911750794	7.78012048445236	1.1650815963745118	0.037530638665070865	0.021424231636065248	3	132	OrderedDict({'learning_rate': 0.021424231636065248, 'max_depth': 3, 'n_estimators': 132})	0.815039603725318	0.7836592888311908	0.7664201021371797	0.8190149568314524	0.7939878348073108	0.7956243572664904	0.019610209224503912	27	0.7933828323709422	0.8016770448551817	0.8051439717156887	0.7922071002632467	0.7976567261021297	0.7980135350614377	0.004889781917345451	29
127.19420728683471	1.4291318164991884	3.6081998348236084	0.04570406533518793	0.029812267174282585	10	105	OrderedDict({'learning_rate': 0.029812267174282585, 'max_depth': 10, 'n_estimators': 105})	0.8195631807880196	0.7881941409862505	0.7655169981447154	0.821520156647023	0.8038096966185125	0.7997208346369042	0.02092087488842942	14	0.8132027842686519	0.8215044168431446	0.8246399345230361	0.8131691318495916	0.8165398691840272	0.8178112273336902	0.004575457138745168	13
114.43266162872314	4.8123984480383095	1.7600223064422607	0.07161853972064959	0.15372307759851578	3	275	OrderedDict({'learning_rate': 0.15372307759851578, 'max_depth': 3, 'n_estimators': 275})	0.8195070133830578	0.7878221345340765	0.7681037039696209	0.8226118877427998	0.8043711770696804	0.8004831833398469	0.02037368402846405	7	0.803665548417124	0.8117662670836437	0.8155682650013066	0.8028491900568002	0.8072548865984304	0.808220831431461	0.004839278414106721	22
61.055541849136354	1.1727302025667248	1.1705365180969238	0.01808297358276776	0.4752442414153637	3	111	OrderedDict({'learning_rate': 0.4752442414153637, 'max_depth': 3, 'n_estimators': 111})	0.8190902390752153	0.7878891799026584	0.765898817757277	0.8212484444866496	0.8043378713440712	0.7996929105131743	0.020706722690304262	15	0.8038541645380067	0.8121461693103211	0.815614887933102	0.8032317970486926	0.8072074987664181	0.808410903519308	0.0047934288132955175	20
143.300209236145	4.826225060576871	1.671044683456421	0.027098933613010075	0.010643724075230102	3	295	OrderedDict({'learning_rate': 0.010643724075230102, 'max_depth': 3, 'n_estimators': 295})	0.8156990829605378	0.7842484735992028	0.7672633518057395	0.8198381392162996	0.795273995275048	0.7964646085713656	0.019594141217256156	26	0.7945019636677706	0.8025876440766819	0.8062508882035309	0.7932424939087966	0.7984366759755708	0.7990039331664701	0.0048814963608479756	28
51.11256475448609	0.36416480520835365	1.039463186264038	0.003872466866422154	0.2043156783770226	3	100	OrderedDict({'learning_rate': 0.2043156783770226, 'max_depth': 3, 'n_estimators': 100})	0.8180078844847832	0.7868193086038553	0.7689215106937245	0.8224744348880093	0.8027941422815513	0.7998034561903847	0.0198826624682783	12	0.8015688386731489	0.8096717630250717	0.8130200856439247	0.8005639361328462	0.8051790871515665	0.8060007421253117	0.004746015642276189	23
96.3970338344574	1.6050087173338956	2.1412450790405275	0.026326107257290624	0.010033962827805804	8	107	OrderedDict({'learning_rate': 0.010033962827805804, 'max_depth': 8, 'n_estimators': 107})	0.8175688304825967	0.7858858165016773	0.7616406749326446	0.8199071382213359	0.7993615193133878	0.7968727958903286	0.021573671834003567	25	0.8005494478035187	0.8087244033792931	0.8121750652195001	0.7995498568365229	0.8048002646526135	0.8051598075782896	0.00479116726258586	25
118.43203701972962	3.7656946674558816	1.6979008197784424	0.03324744332545944	0.04364737881261326	3	300	OrderedDict({'learning_rate': 0.04364737881261326, 'max_depth': 3, 'n_estimators': 300})	0.8184388128758996	0.7861187743985733	0.7689685374710475	0.8233433851138692	0.8028658816334341	0.7999470782985647	0.02024224697870657	11	0.800394285942703	0.8081822744171057	0.811948283143135	0.7993112355349006	0.8041711320269057	0.8048014422129499	0.004742785012262972	26
105.36671414375306	0.8949030572293186	1.6972991943359375	0.005299935799647635	0.45878031516843154	3	291	OrderedDict({'learning_rate': 0.45878031516843154, 'max_depth': 3, 'n_estimators': 291})	0.8192087335561631	0.7878795298511652	0.7648572094170528	0.8208212834887086	0.8046723841496425	0.7994878280925464	0.02099972566898159	16	0.8069059516464367	0.8149976476701333	0.8186423647814797	0.8063717662827173	0.8102214704287527	0.811427840161904	0.0047383452361229525	17
121.17090969085693	11.248907071833798	2.561226558685303	0.09056569841587886	0.07221123110647636	6	212	OrderedDict({'learning_rate': 0.07221123110647636, 'max_depth': 6, 'n_estimators': 212})	0.8202664872716763	0.7887839952679435	0.7662798443249694	0.8225848731550881	0.8055772530543386	0.8006984906148032	0.021034832866460025	2	0.8084812866974429	0.8170370891401383	0.820301180695679	0.808275725353152	0.8119620616399347	0.8132114687052694	0.004758079236387093	14
245.85486888885498	16.616897470627254	8.21305480003357	0.30347085836451027	0.029849980560408152	10	296	OrderedDict({'learning_rate': 0.029849980560408152, 'max_depth': 10, 'n_estimators': 296})	0.8205658611799828	0.7897655363133548	0.7655267516920586	0.8219684630649212	0.8056048862087766	0.8006862996918187	0.02110818241555512	3	0.8242150283427692	0.8327189477947926	0.8351990851314094	0.8252067864083917	0.826621736102314	0.8287923167559355	0.004358534840898448	6
66.66769938468933	2.073703378556314	1.833828592300415	0.03806463265195089	0.4643979069063577	7	101	OrderedDict({'learning_rate': 0.4643979069063577, 'max_depth': 7, 'n_estimators': 101})	0.8171768893821271	0.7864360346218816	0.7616439809514838	0.8176348279599801	0.8018640645622568	0.7969511594955458	0.021062742625959804	24	0.8193617699969904	0.8278355572672345	0.8306879101454572	0.8193296900339565	0.8225357686921738	0.8239501392271624	0.004580309099682386	8
193.79580736160278	7.801766840492767	3.2873162269592284	0.05037214327703139	0.017430093728691004	6	299	OrderedDict({'learning_rate': 0.017430093728691004, 'max_depth': 6, 'n_estimators': 299})	0.8193659505584555	0.7874973779046242	0.7667228359204834	0.8226675457678561	0.8040302735435004	0.800056796738984	0.020826760939199766	10	0.8037403423993665	0.8119729783377747	0.8154945261983687	0.8029897680349958	0.8076430011674185	0.8083681232275849	0.004788516714835057	21
180.9504900932312	2.204389895391998	7.382181882858276	0.07719132429267955	0.13207295688816034	10	299	OrderedDict({'learning_rate': 0.13207295688816034, 'max_depth': 10, 'n_estimators': 299})	0.8190095214140013	0.7887082965654792	0.7628502643012244	0.819476735696158	0.803787347118513	0.7987664330190751	0.021236977786038145	20	0.8474083480918551	0.8569272238008652	0.8582555563571987	0.8500038632271252	0.8511146605583227	0.8527419304070734	0.004159540149242103	2
79.05329174995423	5.584154543799549	1.5490217685699463	0.05272997071675052	0.03199418729838978	6	100	OrderedDict({'learning_rate': 0.03199418729838978, 'max_depth': 6, 'n_estimators': 100})	0.8186194262792903	0.7867821574089919	0.7666262908434963	0.8218738080562749	0.8017241368613053	0.7991251638898718	0.02055630461096953	18	0.8011204941582262	0.8093818583661928	0.8128732705930368	0.8002247425262877	0.8052713899122231	0.8057743511111932	0.004819092785090971	24
80.20934162139892	1.8423629415043405	2.7107603549957275	0.03544607886258226	0.4805314137309965	10	105	OrderedDict({'learning_rate': 0.4805314137309965, 'max_depth': 10, 'n_estimators': 105})	0.8098033814863254	0.7790898826116704	0.754937425105025	0.8100244358405717	0.7945243907395045	0.7896759031566194	0.020791881523629523	29	0.8518009439589775	0.8600487840198817	0.8634169961111218	0.854000398566072	0.8525673945142407	0.8563669034340586	0.004563872273705818	1
132.782714509964	3.450464362611491	3.8439046859741213	0.06827928403308225	0.010423537069722263	10	123	OrderedDict({'learning_rate': 0.010423537069722263, 'max_depth': 10, 'n_estimators': 123})	0.8183105876146948	0.7868374358241439	0.762522130607661	0.8201399383016851	0.8017576260376763	0.7979135436771722	0.02144789627360604	22	0.8065724230659068	0.8147555953982563	0.8179602502111424	0.805925089783231	0.8103368005758419	0.8111100318068756	0.004653751808944562	18
61.966276788711546	0.45537606142737563	1.1485604763031005	0.003775231892273938	0.010053717222026179	4	105	OrderedDict({'learning_rate': 0.010053717222026179, 'max_depth': 4, 'n_estimators': 105})	0.8103726538081053	0.7783742520929631	0.7590856994522941	0.8124659834641585	0.7875990158832427	0.7895795209401527	0.02007734116101376	30	0.7876212036801593	0.7960579499372591	0.8007555037841945	0.7864143814176825	0.7927855361938938	0.7927269150026378	0.005319282590213515	30
62.79118328094482	0.6320372031707684	1.40039381980896	0.014143379867936137	0.1316662255013403	5	102	OrderedDict({'learning_rate': 0.1316662255013403, 'max_depth': 5, 'n_estimators': 102})	0.8194417881462502	0.7878972745887839	0.7668621442962549	0.82276566789867	0.8048591993198286	0.8003652148499576	0.020802870536608235	9	0.8051895507843273	0.8133558619378491	0.8169808870464242	0.8046637355722109	0.8089407427715455	0.8098261556224715	0.004745137501458373	19
